_id,Year,Amount $,Ministry Name,Expenditure Category (Operating / Capital),Program Name,Activity / Item,Sub Item,Standard Account (Expense/Asset Name),Account Details (Expense/Asset Details)
2060,2024-25,1197511,Infrastructure,Operating Expense,Government Real Estate,Legislative Building Program,No Value,Salaries and wages,No Value
2061,2024-25,143073,Infrastructure,Operating Expense,Government Real Estate,Legislative Building Program,No Value,Employee benefits,No Value
2062,2024-25,7149,Infrastructure,Operating Expense,Government Real Estate,Legislative Building Program,No Value,Transportation and communication,No Value
2063,2024-25,331955,Infrastructure,Operating Expense,Government Real Estate,Legislative Building Program,No Value,Services,No Value
2064,2024-25,481,Infrastructure,Operating Expense,Government Real Estate,Legislative Building Program,No Value,Supplies and equipment,No Value
2065,2024-25,306440,Infrastructure,Operating Expense,Government Real Estate,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2066,2024-25,4928,Infrastructure,Operating Expense,Government Real Estate,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistants' Salary, the Executive Council Act"
2067,2024-25,119483,Infrastructure,Capital Expense,Government Real Estate,Government Real Estate,No Value,Transportation and communication,No Value
2068,2024-25,251000041,Infrastructure,Capital Expense,Government Real Estate,Government Real Estate,No Value,Services,No Value
2069,2024-25,254095,Infrastructure,Capital Expense,Government Real Estate,Government Real Estate,No Value,Supplies and equipment,No Value
2070,2024-25,105156865,Infrastructure,Capital Expense,Government Real Estate,Government Real Estate,No Value,Other Transactions,No Value
2071,2024-25,5614616,Infrastructure,Operating Expense,Infrastructure Partnership Projects & Agency Oversight,Infrastructure Partnership Projects & Agency Oversight,Transit-Oriented Communities & Agency Oversight,Salaries and wages,No Value
2072,2024-25,780740,Infrastructure,Operating Expense,Infrastructure Partnership Projects & Agency Oversight,Infrastructure Partnership Projects & Agency Oversight,Transit-Oriented Communities & Agency Oversight,Employee benefits,No Value
2073,2024-25,13457,Infrastructure,Operating Expense,Infrastructure Partnership Projects & Agency Oversight,Infrastructure Partnership Projects & Agency Oversight,Transit-Oriented Communities & Agency Oversight,Transportation and communication,No Value
2074,2024-25,461032,Infrastructure,Operating Expense,Infrastructure Partnership Projects & Agency Oversight,Infrastructure Partnership Projects & Agency Oversight,Transit-Oriented Communities & Agency Oversight,Services,No Value
2075,2024-25,3670,Infrastructure,Operating Expense,Infrastructure Partnership Projects & Agency Oversight,Infrastructure Partnership Projects & Agency Oversight,Transit-Oriented Communities & Agency Oversight,Supplies and equipment,No Value
2076,2024-25,5664609,Infrastructure,Operating Expense,Infrastructure Partnership Projects & Agency Oversight,Infrastructure Partnership Projects & Agency Oversight,Ontario Place Redevelopment Secretariat,Salaries and wages,No Value
2077,2024-25,720851,Infrastructure,Operating Expense,Infrastructure Partnership Projects & Agency Oversight,Infrastructure Partnership Projects & Agency Oversight,Ontario Place Redevelopment Secretariat,Employee benefits,No Value
2078,2024-25,18718,Infrastructure,Operating Expense,Infrastructure Partnership Projects & Agency Oversight,Infrastructure Partnership Projects & Agency Oversight,Ontario Place Redevelopment Secretariat,Transportation and communication,No Value
2079,2024-25,38253479,Infrastructure,Operating Expense,Infrastructure Partnership Projects & Agency Oversight,Infrastructure Partnership Projects & Agency Oversight,Ontario Place Redevelopment Secretariat,Services,No Value
2080,2024-25,893497,Infrastructure,Operating Expense,Infrastructure Partnership Projects & Agency Oversight,Infrastructure Partnership Projects & Agency Oversight,Ontario Place Redevelopment Secretariat,Supplies and equipment,No Value
2081,2024-25,19271500,Infrastructure,Operating Expense,Infrastructure Partnership Projects & Agency Oversight,Infrastructure Partnership Projects & Agency Oversight,Ontario Place Redevelopment Secretariat,Transfer payments,Ontario Science Centre
2082,2024-25,309217,Infrastructure,Operating Expense,Infrastructure Partnership Projects & Agency Oversight,Infrastructure Partnership Projects & Agency Oversight,Ontario Place Redevelopment Secretariat,Transfer payments,Ontario Place Redevelopment - Operating 
2083,2024-25,86957855,Infrastructure,Capital Expense,Infrastructure Partnership Projects & Agency Oversight,Infrastructure Partnership Projects,No Value,Services,No Value
2084,2024-25,30200000,Infrastructure,Capital Expense,Infrastructure Partnership Projects & Agency Oversight,Infrastructure Partnership Projects,No Value,Transfer payments,Toronto Waterfront Revitalization 
2085,2024-25,100000000,Infrastructure,Capital Expense,Infrastructure Partnership Projects & Agency Oversight,Infrastructure Partnership Projects,No Value,Transfer payments,East Harbour TOC
2086,2024-25,233873,Infrastructure,Capital Expense,Infrastructure Partnership Projects & Agency Oversight,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2087,2024-25,4085555,Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2088,2024-25,536668,Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2089,2024-25,104307,Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2090,2024-25,169206,Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2091,2024-25,17629,Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2092,2024-25,8103588,Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Salaries and wages,No Value
2093,2024-25,1467364,Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Employee benefits,No Value
2094,2024-25,60314,Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Transportation and communication,No Value
2095,2024-25,539260,Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Services,No Value
2096,2024-25,16631,Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Supplies and equipment,No Value
2097,2024-25,4214889,Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2098,2024-25,818779,Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2099,2024-25,34733,Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2100,2024-25,38704029,Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2101,2024-25,36156,Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2102,2024-25,45564,Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2103,2024-25,8990180,Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2104,2024-25,149173,Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2105,2024-25,49301,Finance,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2106,2024-25,33056,Finance,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistants' Salary, the Executive Council Act"
2107,2024-25,4587175,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Income Security and Pension Policy,No Value,Salaries and wages,No Value
2108,2024-25,632418,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Income Security and Pension Policy,No Value,Employee benefits,No Value
2109,2024-25,11279,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Income Security and Pension Policy,No Value,Transportation and communication,No Value
2110,2024-25,232919,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Income Security and Pension Policy,No Value,Services,No Value
2111,2024-25,9419,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Income Security and Pension Policy,No Value,Supplies and equipment,No Value
2112,2024-25,5798162,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,No Value,Salaries and wages,No Value
2113,2024-25,737686,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,No Value,Employee benefits,No Value
2114,2024-25,57175,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,No Value,Transportation and communication,No Value
2115,2024-25,1982840,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,No Value,Services,No Value
2116,2024-25,7786,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,No Value,Supplies and equipment,No Value
2117,2024-25,130506800,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,No Value,Other transactions,No Value
2118,2024-25,4105439,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Policy,No Value,Salaries and wages,No Value
2119,2024-25,647875,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Policy,No Value,Employee benefits,No Value
2120,2024-25,107035,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Policy,No Value,Transportation and communication,No Value
2121,2024-25,421404,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Policy,No Value,Services,No Value
2122,2024-25,5328,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Policy,No Value,Supplies and equipment,No Value
2123,2024-25,-170510,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Policy,No Value,Recoveries,No Value
2124,2024-25,143243,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Tribunal,No Value,Salaries and wages,No Value
2125,2024-25,32865,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Tribunal,No Value,Employee benefits,No Value
2126,2024-25,1774,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Tribunal,No Value,Transportation and communication,No Value
2127,2024-25,446919,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Tribunal,No Value,Services,No Value
2128,2024-25,939,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Tribunal,No Value,Supplies and equipment,No Value
2129,2024-25,-625741,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Tribunal,No Value,Recoveries,No Value
2130,2024-25,10248935,Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Salaries and wages,No Value
2131,2024-25,1436745,Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Employee benefits,No Value
2132,2024-25,37828,Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Transportation and communication,No Value
2133,2024-25,807869,Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Services,No Value
2134,2024-25,233415,Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Supplies and equipment,No Value
2135,2024-25,4705415,Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Office of the Budget,No Value,Salaries and wages,No Value
2136,2024-25,731618,Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Office of the Budget,No Value,Employee benefits,No Value
2137,2024-25,32553,Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Office of the Budget,No Value,Transportation and communication,No Value
2138,2024-25,135285,Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Office of the Budget,No Value,Services,No Value
2139,2024-25,4620,Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Office of the Budget,No Value,Supplies and equipment,No Value
2140,2024-25,36000000,Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Statutory Appropriations,No Value,Other transactions,"Hydro One Inc., Provincial Corporate Tax Provision, the Electricity Act, 1998"
2141,2024-25,9580805,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,"Strategy, Stewardship and Program Policy",Salaries and wages,No Value
2142,2024-25,1478345,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,"Strategy, Stewardship and Program Policy",Employee benefits,No Value
2143,2024-25,55978,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,"Strategy, Stewardship and Program Policy",Transportation and communication,No Value
2144,2024-25,191755327,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,"Strategy, Stewardship and Program Policy",Services,No Value
2145,2024-25,8829,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,"Strategy, Stewardship and Program Policy",Supplies and equipment,No Value
2146,2024-25,2947470000,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,"Strategy, Stewardship and Program Policy",Transfer payments,Ontario Taxpayer Rebate
2147,2024-25,58374276,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax Compliance and Benefits,Salaries and wages,No Value
2148,2024-25,10510241,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax Compliance and Benefits,Employee benefits,No Value
2149,2024-25,3256735,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax Compliance and Benefits,Transportation and communication,No Value
2150,2024-25,21458831,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax Compliance and Benefits,Services,No Value
2151,2024-25,1662496,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax Compliance and Benefits,Supplies and equipment,No Value
2152,2024-25,210068805,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax Compliance and Benefits,Transfer payments,Guaranteed Annual Income System
2153,2024-25,4000,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax Compliance and Benefits,Transfer payments,Tax Compliance Partnership Agreements
2154,2024-25,-4123558,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax Compliance and Benefits,Recoveries,No Value
2155,2024-25,6226618,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Taxation Policy,No Value,Salaries and wages,No Value
2156,2024-25,953355,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Taxation Policy,No Value,Employee benefits,No Value
2157,2024-25,24740,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Taxation Policy,No Value,Transportation and communication,No Value
2158,2024-25,617664,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Taxation Policy,No Value,Services,No Value
2159,2024-25,46856,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Taxation Policy,No Value,Supplies and equipment,No Value
2160,2024-25,8930648,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Provincial-Local Finance,No Value,Salaries and wages,No Value
2161,2024-25,1188454,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Provincial-Local Finance,No Value,Employee benefits,No Value
2162,2024-25,50259,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Provincial-Local Finance,No Value,Transportation and communication,No Value
2163,2024-25,20293541,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Provincial-Local Finance,No Value,Services,No Value
2164,2024-25,28718,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Provincial-Local Finance,No Value,Supplies and equipment,No Value
2165,2024-25,513651300,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Municipal Support Programs,No Value,Transfer payments,Ontario Municipal Partnership Fund
2166,2024-25,16692996,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Municipal Support Programs,No Value,Transfer payments,Special Payments to Municipalities
2167,2024-25,4278196,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Municipal Support Programs,No Value,Transfer payments,Temporary and other Local Assistance
2168,2024-25,5569232,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Statutory Appropriations,No Value,Services,"Payments to Private Collection Agencies, the Financial Administration Act"
2169,2024-25,52912101,Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2170,2024-25,6160000,Finance,Operating Expense,Building Ontario Fund Program,Building Ontario Fund,No Value,Transfer payments,Ontario Infrastructure Investment
2171,2024-25,15200738250,Finance,Operating Expense,Treasury Program,Statutory Appropriations,"Interest on Debt, the Financial Administration Act",Other transactions,Interest on Ontario Securities - For general purposes
2172,2024-25,301830525,Finance,Operating Expense,Treasury Program,Statutory Appropriations,"Interest on Debt, the Financial Administration Act",Other transactions,Interest on Ontario Securities - Canada Pension Plan Investment Board
2173,2024-25,201287136,Finance,Operating Expense,Treasury Program,Statutory Appropriations,"Interest on Debt, the Financial Administration Act",Other transactions,"Other Interest, Exchange Discount and Commission"
2174,2024-25,-173436628,Finance,Operating Expense,Treasury Program,Statutory Appropriations,"Interest on Debt, the Financial Administration Act",Other transactions,Interest Capitalized in Ministry Appropriations
2175,2024-25,-1151505819,Finance,Operating Expense,Treasury Program,Statutory Appropriations,"Interest on Debt, the Financial Administration Act",Other transactions,Interest on Investments
2176,2024-25,397174460,Finance,Operating Expense,Treasury Program,Statutory Appropriations,"Interest on Debt, the Financial Administration Act",Other transactions,Interest on Debt Payable to Ontario Electricity Financial Corporation
2177,2024-25,3847592,Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2178,2024-25,472106,Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2179,2024-25,62643,Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2180,2024-25,129370,Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2181,2024-25,4774,Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2182,2024-25,2788445,Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2183,2024-25,404717,Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2184,2024-25,22867,Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2185,2024-25,244604,Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2186,2024-25,8150,Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2187,2024-25,6165,Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Accommodation - Leasing Costs,Transportation and communication,No Value
2188,2024-25,178193008,Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Accommodation - Leasing Costs,Services,No Value
2189,2024-25,23220420,Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Salaries and wages,No Value
2190,2024-25,3309549,Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Employee benefits,No Value
2191,2024-25,255656,Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Transportation and communication,No Value
2192,2024-25,33679454,Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Services,No Value
2193,2024-25,89583,Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Supplies and equipment,No Value
2194,2024-25,0,Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Recoveries,No Value
2195,2024-25,50083,Attorney General,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2196,2024-25,16667,Attorney General,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistants' Salaries, the Executive Council Act"
2197,2024-25,46809354.33,Attorney General,Capital Expense,Ministry Administration Program,Facilities Renewal,No Value,Other transactions,Capital Investments - Asset Renewal
2198,2024-25,15824375.94,Attorney General,Capital Expense,Ministry Administration Program,Facilities Renewal,No Value,Other transactions,Capital Investments - Renewal Expense
2199,2024-25,0,Attorney General,Capital Expense,Ministry Administration Program,Modernization Initiative,No Value,Other transactions,Capital Asset Write-Off
2200,2024-25,2629511,Attorney General,Capital Expense,Ministry Administration Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2201,2024-25,312175006,Attorney General,Operating Expense,Prosecuting Crime Program,Criminal Law,No Value,Salaries and wages,No Value
2202,2024-25,36551385,Attorney General,Operating Expense,Prosecuting Crime Program,Criminal Law,No Value,Employee benefits,No Value
2203,2024-25,2798681,Attorney General,Operating Expense,Prosecuting Crime Program,Criminal Law,No Value,Transportation and communication,No Value
2204,2024-25,32546819,Attorney General,Operating Expense,Prosecuting Crime Program,Criminal Law,No Value,Services,No Value
2205,2024-25,2966404,Attorney General,Operating Expense,Prosecuting Crime Program,Criminal Law,No Value,Supplies and equipment,No Value
2206,2024-25,1332640,Attorney General,Operating Expense,Prosecuting Crime Program,Criminal Law,No Value,Transfer payments,Bail Safety
2207,2024-25,4658607,Attorney General,Operating Expense,Prosecuting Crime Program,Criminal Law,No Value,Transfer payments,Justice Centre - Community Partnerships
2208,2024-25,3610883,Attorney General,Operating Expense,Prosecuting Crime Program,Criminal Law,No Value,Transfer payments,Direct Accountability Programs
2209,2024-25,2978323,Attorney General,Operating Expense,Prosecuting Crime Program,Criminal Law,No Value,Transfer payments,Proceeds of Crime Victims Compensation
2210,2024-25,1600,Attorney General,Operating Expense,Prosecuting Crime Program,Criminal Law,No Value,Other transactions,No Value
2211,2024-25,166178,Attorney General,Operating Expense,Prosecuting Crime Program,Statutory Appropriations,No Value,Other transactions,Payments under the Financial Administration Act
2212,2024-25,345071176,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Legal Aid Ontario,No Value,Transfer payments,Legal Aid Ontario
2213,2024-25,4158045,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Agency Relations/Program Management,Salaries and wages,No Value
2214,2024-25,675519,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Agency Relations/Program Management,Employee benefits,No Value
2215,2024-25,24074,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Agency Relations/Program Management,Transportation and communication,No Value
2216,2024-25,1108191,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Agency Relations/Program Management,Services,No Value
2217,2024-25,1926,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Agency Relations/Program Management,Supplies and equipment,No Value
2218,2024-25,522,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Bail Verification and Supervision,Transportation and communication,No Value
2219,2024-25,8749,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Bail Verification and Supervision,Services,No Value
2220,2024-25,17733139,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Bail Verification and Supervision,Transfer payments,Bail Verification and Supervision
2221,2024-25,4491073,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Ontario Human Rights Commission,Salaries and wages,No Value
2222,2024-25,630632,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Ontario Human Rights Commission,Employee benefits,No Value
2223,2024-25,81521,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Ontario Human Rights Commission,Transportation and communication,No Value
2224,2024-25,492852,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Ontario Human Rights Commission,Services,No Value
2225,2024-25,39303,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Ontario Human Rights Commission,Supplies and equipment,No Value
2226,2024-25,6334820,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Law Enforcement Complaints Agency,Salaries and wages,No Value
2227,2024-25,880993,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Law Enforcement Complaints Agency,Employee benefits,No Value
2228,2024-25,53060,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Law Enforcement Complaints Agency,Transportation and communication,No Value
2229,2024-25,415474,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Law Enforcement Complaints Agency,Services,No Value
2230,2024-25,20920,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Law Enforcement Complaints Agency,Supplies and equipment,No Value
2231,2024-25,5689280,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Human Rights Legal Support Centre,Transfer payments,Human Rights Legal Support Centre
2232,2024-25,9300600,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Special Investigations Unit,Salaries and wages,No Value
2233,2024-25,1308600,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Special Investigations Unit,Employee benefits,No Value
2234,2024-25,521452,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Special Investigations Unit,Transportation and communication,No Value
2235,2024-25,900680,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Special Investigations Unit,Services,No Value
2236,2024-25,181170,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Special Investigations Unit,Supplies and equipment,No Value
2237,2024-25,-7996,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Special Investigations Unit,Recoveries,No Value
2238,2024-25,69236268,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Tribunals Ontario,Salaries and wages,No Value
2239,2024-25,11006058,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Tribunals Ontario,Employee benefits,No Value
2240,2024-25,1217991,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Tribunals Ontario,Transportation and communication,No Value
2241,2024-25,20649989,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Tribunals Ontario,Services,No Value
2242,2024-25,356488,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Tribunals Ontario,Supplies and equipment,No Value
2243,2024-25,-330863,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Tribunals Ontario,Recoveries,No Value
2244,2024-25,13702988,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Ontario Land Tribunals,Salaries and wages,No Value
2245,2024-25,1996693,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Ontario Land Tribunals,Employee benefits,No Value
2246,2024-25,280224,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Ontario Land Tribunals,Transportation and communication,No Value
2247,2024-25,3684720,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Ontario Land Tribunals,Services,No Value
2248,2024-25,61551,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Ontario Land Tribunals,Supplies and equipment,No Value
2249,2024-25,361,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Public Inquiries,Services,No Value
2250,2024-25,6783401,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Policy,No Value,Salaries and wages,No Value
2251,2024-25,791781,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Policy,No Value,Employee benefits,No Value
2252,2024-25,39695,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Policy,No Value,Transportation and communication,No Value
2253,2024-25,477741,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Policy,No Value,Services,No Value
